,origin,period,destin,trade_value_usd,period_date
157,Italy,201410,Sweden,43623,2014-10-01
158,Jordan,201410,Sweden,23330,2014-10-01
159,Netherlands,201410,Sweden,2699686,2014-10-01
160,Spain,201410,Sweden,3050883,2014-10-01
161,Turkey,201410,Sweden,4832,2014-10-01
169,Austria,201411,Sweden,135,2014-11-01
170,Denmark,201411,Sweden,71551,2014-11-01
171,Germany,201411,Sweden,319820,2014-11-01
172,Greece,201411,Sweden,405,2014-11-01
173,Italy,201411,Sweden,30240,2014-11-01
174,Jordan,201411,Sweden,49141,2014-11-01
175,Netherlands,201411,Sweden,607644,2014-11-01
176,Spain,201411,Sweden,4088266,2014-11-01
177,Turkey,201411,Sweden,15525,2014-11-01
185,Albania,201412,Sweden,393,2014-12-01
186,Denmark,201412,Sweden,60573,2014-12-01
187,Germany,201412,Sweden,225247,2014-12-01
188,Italy,201412,Sweden,42349,2014-12-01
189,Jordan,201412,Sweden,67915,2014-12-01
190,Netherlands,201412,Sweden,381792,2014-12-01
191,Spain,201412,Sweden,3504570,2014-12-01
192,Turkey,201412,Sweden,10095,2014-12-01
193,Egypt,201412,Sweden,787,2014-12-01
201,Denmark,201501,Sweden,156560,2015-01-01
202,Germany,201501,Sweden,331257,2015-01-01
203,Italy,201501,Sweden,19123,2015-01-01
204,Jordan,201501,Sweden,64894,2015-01-01
205,Netherlands,201501,Sweden,452409,2015-01-01
206,Spain,201501,Sweden,4676207,2015-01-01
207,Turkey,201501,Sweden,13818,2015-01-01
208,Egypt,201501,Sweden,493,2015-01-01
215,Denmark,201502,Sweden,132149,2015-02-01
216,Germany,201502,Sweden,341674,2015-02-01
217,Italy,201502,Sweden,62786,2015-02-01
218,Jordan,201502,Sweden,60633,2015-02-01
219,Netherlands,201502,Sweden,1306662,2015-02-01
220,Spain,201502,Sweden,5550743,2015-02-01
221,Turkey,201502,Sweden,8969,2015-02-01
228,Denmark,201503,Sweden,95048,2015-03-01
229,France,201503,Sweden,938,2015-03-01
230,Germany,201503,Sweden,278345,2015-03-01
231,Italy,201503,Sweden,47231,2015-03-01
232,Jordan,201503,Sweden,71842,2015-03-01
233,Netherlands,201503,Sweden,1394070,2015-03-01
234,Spain,201503,Sweden,3261972,2015-03-01
235,Turkey,201503,Sweden,10313,2015-03-01
242,Denmark,201504,Sweden,20918,2015-04-01
243,France,201504,Sweden,4507,2015-04-01
244,Germany,201504,Sweden,73964,2015-04-01
245,Italy,201504,Sweden,60211,2015-04-01
246,Jordan,201504,Sweden,20571,2015-04-01
247,Morocco,201504,Sweden,3814,2015-04-01
248,Netherlands,201504,Sweden,1834411,2015-04-01
249,Spain,201504,Sweden,387962,2015-04-01
250,Turkey,201504,Sweden,12250,2015-04-01
257,Denmark,201505,Sweden,19771,2015-05-01
258,France,201505,Sweden,4074,2015-05-01
259,Germany,201505,Sweden,44335,2015-05-01
260,Iran,201505,Sweden,1078,2015-05-01
261,Italy,201505,Sweden,15817,2015-05-01
262,Jordan,201505,Sweden,18932,2015-05-01
263,Netherlands,201505,Sweden,1354970,2015-05-01
264,Spain,201505,Sweden,254506,2015-05-01
265,Turkey,201505,Sweden,8028,2015-05-01
266,United Kingdom,201505,Sweden,9226,2015-05-01
273,Belgium,201506,Sweden,5200,2015-06-01
274,Denmark,201506,Sweden,22612,2015-06-01
275,Finland,201506,Sweden,2660,2015-06-01
276,France,201506,Sweden,4837,2015-06-01
277,Germany,201506,Sweden,47160,2015-06-01
278,Jordan,201506,Sweden,3990,2015-06-01
279,Netherlands,201506,Sweden,695785,2015-06-01
280,Poland,201506,Sweden,3507,2015-06-01
281,Spain,201506,Sweden,160947,2015-06-01
282,Turkey,201506,Sweden,5200,2015-06-01
283,United Kingdom,201506,Sweden,12697,2015-06-01
290,Denmark,201507,Sweden,62204,2015-07-01
291,Finland,201507,Sweden,4803,2015-07-01
292,France,201507,Sweden,6443,2015-07-01
293,Germany,201507,Sweden,106953,2015-07-01
294,Jordan,201507,Sweden,1289,2015-07-01
295,Netherlands,201507,Sweden,1347402,2015-07-01
296,Poland,201507,Sweden,1991,2015-07-01
297,Spain,201507,Sweden,68413,2015-07-01
298,Turkey,201507,Sweden,2811,2015-07-01
299,United Kingdom,201507,Sweden,136591,2015-07-01
307,Denmark,201508,Sweden,36632,2015-08-01
308,France,201508,Sweden,5852,2015-08-01
309,Germany,201508,Sweden,87074,2015-08-01
310,Italy,201508,Sweden,32536,2015-08-01
311,Netherlands,201508,Sweden,1849621,2015-08-01
312,Poland,201508,Sweden,5501,2015-08-01
313,Spain,201508,Sweden,51729,2015-08-01
314,Turkey,201508,Sweden,5735,2015-08-01
315,Egypt,201508,Sweden,117,2015-08-01
316,United Kingdom,201508,Sweden,89064,2015-08-01
324,Denmark,201509,Sweden,55431,2015-09-01
325,Finland,201509,Sweden,956,2015-09-01
326,France,201509,Sweden,4779,2015-09-01
327,Germany,201509,Sweden,48025,2015-09-01
328,Italy,201509,Sweden,32016,2015-09-01
329,Jordan,201509,Sweden,3823,2015-09-01
330,Lebanon,201509,Sweden,358,2015-09-01
331,Netherlands,201509,Sweden,1565098,2015-09-01
332,Spain,201509,Sweden,355644,2015-09-01
333,Turkey,201509,Sweden,8124,2015-09-01
334,United Kingdom,201509,Sweden,30702,2015-09-01
341,Denmark,201510,Sweden,6128,2015-10-01
342,France,201510,Sweden,4326,2015-10-01
343,Germany,201510,Sweden,223132,2015-10-01
344,Italy,201510,Sweden,59478,2015-10-01
345,Jordan,201510,Sweden,12616,2015-10-01
346,Lebanon,201510,Sweden,240,2015-10-01
347,Netherlands,201510,Sweden,1442365,2015-10-01
348,Poland,201510,Sweden,1202,2015-10-01
349,India,201510,Sweden,120,2015-10-01
350,Spain,201510,Sweden,1814851,2015-10-01
351,Turkey,201510,Sweden,3485,2015-10-01
352,TFYR of Macedonia,201510,Sweden,1923,2015-10-01
359,Denmark,201511,Sweden,53138,2015-11-01
360,Finland,201511,Sweden,1037,2015-11-01
361,France,201511,Sweden,3227,2015-11-01
362,Germany,201511,Sweden,285860,2015-11-01
363,Italy,201511,Sweden,54521,2015-11-01
364,Jordan,201511,Sweden,40228,2015-11-01
365,Morocco,201511,Sweden,1729,2015-11-01
366,Netherlands,201511,Sweden,706465,2015-11-01
367,Spain,201511,Sweden,4554967,2015-11-01
368,Turkey,201511,Sweden,24782,2015-11-01
369,Egypt,201511,Sweden,692,2015-11-01
377,Denmark,201512,Sweden,73291,2015-12-01
378,France,201512,Sweden,588,2015-12-01
379,Germany,201512,Sweden,226578,2015-12-01
380,Italy,201512,Sweden,13764,2015-12-01
381,Jordan,201512,Sweden,56115,2015-12-01
382,Morocco,201512,Sweden,2235,2015-12-01
383,Netherlands,201512,Sweden,431628,2015-12-01
384,Spain,201512,Sweden,3483850,2015-12-01
385,Turkey,201512,Sweden,21999,2015-12-01
393,Denmark,201601,Sweden,94526,2016-01-01
394,France,201601,Sweden,3627,2016-01-01
395,Germany,201601,Sweden,317271,2016-01-01
396,Italy,201601,Sweden,54516,2016-01-01
397,Jordan,201601,Sweden,57441,2016-01-01
398,Netherlands,201601,Sweden,701343,2016-01-01
399,Spain,201601,Sweden,4752988,2016-01-01
400,Thailand,201601,Sweden,117,2016-01-01
401,Turkey,201601,Sweden,25737,2016-01-01
409,Denmark,201602,Sweden,151111,2016-02-01
410,France,201602,Sweden,354,2016-02-01
411,Germany,201602,Sweden,399583,2016-02-01
412,Italy,201602,Sweden,56932,2016-02-01
413,Jordan,201602,Sweden,100662,2016-02-01
414,Netherlands,201602,Sweden,807298,2016-02-01
415,Spain,201602,Sweden,5265415,2016-02-01
416,Thailand,201602,Sweden,236,2016-02-01
417,Turkey,201602,Sweden,22042,2016-02-01
418,Egypt,201602,Sweden,2593,2016-02-01
425,Denmark,201603,Sweden,29162,2016-03-01
426,France,201603,Sweden,2749,2016-03-01
427,Germany,201603,Sweden,381140,2016-03-01
428,Italy,201603,Sweden,41114,2016-03-01
429,Jordan,201603,Sweden,56771,2016-03-01
430,Netherlands,201603,Sweden,1713515,2016-03-01
431,Spain,201603,Sweden,2685906,2016-03-01
432,Thailand,201603,Sweden,120,2016-03-01
433,Turkey,201603,Sweden,1195,2016-03-01
434,Egypt,201603,Sweden,1673,2016-03-01
441,Albania,201604,Sweden,739,2016-04-01
442,Belgium,201604,Sweden,2957,2016-04-01
443,Denmark,201604,Sweden,46698,2016-04-01
444,France,201604,Sweden,8255,2016-04-01
445,Germany,201604,Sweden,122599,2016-04-01
446,Italy,201604,Sweden,14170,2016-04-01
447,Jordan,201604,Sweden,21809,2016-04-01
448,Netherlands,201604,Sweden,1734498,2016-04-01
449,Spain,201604,Sweden,272921,2016-04-01
450,Turkey,201604,Sweden,7886,2016-04-01
457,Denmark,201605,Sweden,65460,2016-05-01
458,Dominican Rep.,201605,Sweden,730,2016-05-01
459,Finland,201605,Sweden,973,2016-05-01
460,France,201605,Sweden,6449,2016-05-01
461,Germany,201605,Sweden,77871,2016-05-01
462,Italy,201605,Sweden,4502,2016-05-01
463,Jordan,201605,Sweden,19711,2016-05-01
464,Netherlands,201605,Sweden,1270266,2016-05-01
465,Spain,201605,Sweden,106707,2016-05-01
466,Turkey,201605,Sweden,5110,2016-05-01
473,Denmark,201606,Sweden,66157,2016-06-01
474,France,201606,Sweden,4451,2016-06-01
475,Germany,201606,Sweden,99116,2016-06-01
476,Jordan,201606,Sweden,6856,2016-06-01
477,Netherlands,201606,Sweden,1169420,2016-06-01
478,Poland,201606,Sweden,361,2016-06-01
479,Spain,201606,Sweden,202682,2016-06-01
480,Turkey,201606,Sweden,5533,2016-06-01
481,United Kingdom,201606,Sweden,63391,2016-06-01
488,Belgium,201607,Sweden,1051,2016-07-01
489,Denmark,201607,Sweden,118576,2016-07-01
490,France,201607,Sweden,5023,2016-07-01
491,Germany,201607,Sweden,67407,2016-07-01
492,Netherlands,201607,Sweden,1102001,2016-07-01
493,Poland,201607,Sweden,6776,2016-07-01
494,Spain,201607,Sweden,252106,2016-07-01
495,Turkey,201607,Sweden,5023,2016-07-01
496,United Kingdom,201607,Sweden,100235,2016-07-01
503,Belgium,201608,Sweden,2717,2016-08-01
504,Denmark,201608,Sweden,32955,2016-08-01
505,France,201608,Sweden,14529,2016-08-01
506,Germany,201608,Sweden,35082,2016-08-01
507,Netherlands,201608,Sweden,1926301,2016-08-01
508,Poland,201608,Sweden,4134,2016-08-01
509,Serbia,201608,Sweden,1063,2016-08-01
510,Spain,201608,Sweden,294946,2016-08-01
511,Thailand,201608,Sweden,118,2016-08-01
512,Turkey,201608,Sweden,11103,2016-08-01
513,United Kingdom,201608,Sweden,395348,2016-08-01
521,Belgium,201609,Sweden,938,2016-09-01
522,Denmark,201609,Sweden,18988,2016-09-01
523,France,201609,Sweden,9494,2016-09-01
524,Germany,201609,Sweden,301586,2016-09-01
525,Italy,201609,Sweden,15941,2016-09-01
526,Jordan,201609,Sweden,1289,2016-09-01
527,Netherlands,201609,Sweden,908745,2016-09-01
528,Poland,201609,Sweden,7384,2016-09-01
529,Serbia,201609,Sweden,2227,2016-09-01
530,Spain,201609,Sweden,375664,2016-09-01
531,Thailand,201609,Sweden,117,2016-09-01
532,Turkey,201609,Sweden,5626,2016-09-01
533,United Kingdom,201609,Sweden,111000,2016-09-01
541,Albania,201610,Sweden,5565,2016-10-01
542,Denmark,201610,Sweden,26575,2016-10-01
543,France,201610,Sweden,5678,2016-10-01
544,Germany,201610,Sweden,304132,2016-10-01
545,Italy,201610,Sweden,46676,2016-10-01
546,Jordan,201610,Sweden,28960,2016-10-01
547,Netherlands,201610,Sweden,1525091,2016-10-01
548,Spain,201610,Sweden,2171628,2016-10-01
549,Thailand,201610,Sweden,114,2016-10-01
550,Turkey,201610,Sweden,7268,2016-10-01
551,Egypt,201610,Sweden,4202,2016-10-01
552,United Kingdom,201610,Sweden,9540,2016-10-01
562,Albania,201611,Sweden,2630,2016-11-01
563,Denmark,201611,Sweden,47457,2016-11-01
564,France,201611,Sweden,11399,2016-11-01
565,Germany,201611,Sweden,316199,2016-11-01
566,Italy,201611,Sweden,33100,2016-11-01
567,Jordan,201611,Sweden,56225,2016-11-01
568,Netherlands,201611,Sweden,616506,2016-11-01
569,Spain,201611,Sweden,5392698,2016-11-01
570,Turkey,201611,Sweden,24879,2016-11-01
571,Egypt,201611,Sweden,6905,2016-11-01
579,Albania,201612,Sweden,3692,2016-12-01
580,Denmark,201612,Sweden,42995,2016-12-01
581,Germany,201612,Sweden,374037,2016-12-01
582,Italy,201612,Sweden,57653,2016-12-01
583,Jordan,201612,Sweden,51356,2016-12-01
584,Lebanon,201612,Sweden,109,2016-12-01
585,Netherlands,201612,Sweden,641998,2016-12-01
586,Spain,201612,Sweden,5390916,2016-12-01
587,Turkey,201612,Sweden,55156,2016-12-01
588,Egypt,201612,Sweden,12160,2016-12-01
1,Albania,201604,TFYR of Macedonia,419346,2016-04-01
2,Serbia,201604,TFYR of Macedonia,2425,2016-04-01
13,Albania,201403,TFYR of Macedonia,54805,2014-03-01
14,Greece,201403,TFYR of Macedonia,39868,2014-03-01
30,Albania,201404,TFYR of Macedonia,159222,2014-04-01
31,Greece,201404,TFYR of Macedonia,1710,2014-04-01
44,Albania,201405,TFYR of Macedonia,13483,2014-05-01
60,Albania,201504,TFYR of Macedonia,366556,2015-04-01
61,Greece,201504,TFYR of Macedonia,8038,2015-04-01
89,Albania,201510,TFYR of Macedonia,5145,2015-10-01
91,Greece,201502,TFYR of Macedonia,56005,2015-02-01
110,Albania,201406,TFYR of Macedonia,241,2014-06-01
125,Albania,201610,TFYR of Macedonia,26336,2016-10-01
132,Albania,201603,TFYR of Macedonia,212355,2016-03-01
133,Greece,201603,TFYR of Macedonia,105974,2016-03-01
137,Greece,201401,TFYR of Macedonia,78023,2014-01-01
138,Turkey,201401,TFYR of Macedonia,694,2014-01-01
168,Greece,201602,TFYR of Macedonia,130537,2016-02-01
184,Albania,201506,TFYR of Macedonia,4330,2015-06-01
204,Greece,201402,TFYR of Macedonia,56526,2014-02-01
205,Turkey,201402,TFYR of Macedonia,2055,2014-02-01
207,Albania,201607,TFYR of Macedonia,18669,2016-07-01
235,Albania,201605,TFYR of Macedonia,55206,2016-05-01
273,Albania,201501,TFYR of Macedonia,103,2015-01-01
274,Greece,201501,TFYR of Macedonia,52870,2015-01-01
275,Iran,201501,TFYR of Macedonia,1940,2015-01-01
276,Italy,201501,TFYR of Macedonia,860,2015-01-01
278,Albania,201612,TFYR of Macedonia,190690,2016-12-01
279,Greece,201612,TFYR of Macedonia,35636,2016-12-01
299,Albania,201410,TFYR of Macedonia,35265,2014-10-01
300,Greece,201410,TFYR of Macedonia,24886,2014-10-01
302,Albania,201606,TFYR of Macedonia,17161,2016-06-01
318,Albania,201505,TFYR of Macedonia,236626,2015-05-01
350,Albania,201611,TFYR of Macedonia,151216,2016-11-01
359,Greece,201601,TFYR of Macedonia,117277,2016-01-01
363,Albania,201411,TFYR of Macedonia,56886,2014-11-01
364,Greece,201411,TFYR of Macedonia,120059,2014-11-01
365,Serbia,201411,TFYR of Macedonia,1493,2014-11-01
380,Albania,201512,TFYR of Macedonia,41498,2015-12-01
381,Greece,201512,TFYR of Macedonia,105706,2015-12-01
382,Turkey,201512,TFYR of Macedonia,14054,2015-12-01
389,Albania,201511,TFYR of Macedonia,63645,2015-11-01
390,Greece,201511,TFYR of Macedonia,1150,2015-11-01
407,Albania,201503,TFYR of Macedonia,47495,2015-03-01
408,Greece,201503,TFYR of Macedonia,66702,2015-03-01
409,Netherlands,201503,TFYR of Macedonia,1135,2015-03-01
429,Albania,201412,TFYR of Macedonia,33756,2014-12-01
430,Greece,201412,TFYR of Macedonia,83819,2014-12-01
23,Italy,201408,Thailand,25,2014-08-01
49,Germany,201406,Thailand,571,2014-06-01
50,Italy,201406,Thailand,17,2014-06-01
76,France,201407,Thailand,8,2014-07-01
77,Italy,201407,Thailand,265,2014-07-01
78,Japan,201407,Thailand,46,2014-07-01
85,Japan,201411,Thailand,136,2014-11-01
94,Japan,201412,Thailand,87,2014-12-01
504,Belarus,201512,Turkey,5576,2015-12-01
505,Georgia,201512,Turkey,7033,2015-12-01
506,Russian Federation,201512,Turkey,167412,2015-12-01
532,Russian Federation,201601,Turkey,435478,2016-01-01
562,Russian Federation,201602,Turkey,50303,2016-02-01
617,Russian Federation,201604,Turkey,48703,2016-04-01
3,Canada,201401,USA,2913105,2014-01-01
4,Dominican Rep.,201401,USA,682076,2014-01-01
5,Honduras,201401,USA,2993730,2014-01-01
6,Mexico,201401,USA,82238255,2014-01-01
7,Netherlands,201401,USA,41439,2014-01-01
8,Spain,201401,USA,203213,2014-01-01
15,Canada,201402,USA,8111706,2014-02-01
16,Dominican Rep.,201402,USA,627854,2014-02-01
17,Guatemala,201402,USA,197837,2014-02-01
18,Honduras,201402,USA,4004349,2014-02-01
19,Mexico,201402,USA,60796224,2014-02-01
20,Spain,201402,USA,39012,2014-02-01
27,Canada,201403,USA,14265576,2014-03-01
28,Costa Rica,201403,USA,10500,2014-03-01
29,Dominican Rep.,201403,USA,542965,2014-03-01
30,Guatemala,201403,USA,16840,2014-03-01
31,Honduras,201403,USA,1210184,2014-03-01
32,Mexico,201403,USA,54344856,2014-03-01
33,Netherlands,201403,USA,70199,2014-03-01
40,Canada,201404,USA,15447580,2014-04-01
41,Dominican Rep.,201404,USA,628431,2014-04-01
42,Honduras,201404,USA,128074,2014-04-01
43,Mexico,201404,USA,45034257,2014-04-01
50,Canada,201405,USA,17184327,2014-05-01
51,Dominican Rep.,201405,USA,662675,2014-05-01
52,Honduras,201405,USA,73292,2014-05-01
53,Mexico,201405,USA,38937733,2014-05-01
54,Netherlands,201405,USA,488885,2014-05-01
55,Spain,201405,USA,610059,2014-05-01
63,Canada,201406,USA,18546244,2014-06-01
64,Dominican Rep.,201406,USA,414498,2014-06-01
65,Honduras,201406,USA,14738,2014-06-01
66,Mexico,201406,USA,17828328,2014-06-01
67,Netherlands,201406,USA,515292,2014-06-01
68,Spain,201406,USA,202758,2014-06-01
74,Canada,201407,USA,25202083,2014-07-01
75,Dominican Rep.,201407,USA,414951,2014-07-01
76,Honduras,201407,USA,2442,2014-07-01
77,Mexico,201407,USA,11373650,2014-07-01
78,Netherlands,201407,USA,137103,2014-07-01
79,Spain,201407,USA,330294,2014-07-01
86,Canada,201408,USA,24007160,2014-08-01
87,Dominican Rep.,201408,USA,415055,2014-08-01
88,Mexico,201408,USA,9599601,2014-08-01
89,Netherlands,201408,USA,33546,2014-08-01
90,Spain,201408,USA,196119,2014-08-01
96,Canada,201409,USA,14404845,2014-09-01
97,Dominican Rep.,201409,USA,565712,2014-09-01
98,Honduras,201409,USA,12036,2014-09-01
99,Mexico,201409,USA,13276853,2014-09-01
100,Netherlands,201409,USA,195166,2014-09-01
101,Spain,201409,USA,818089,2014-09-01
108,Canada,201410,USA,14032682,2014-10-01
109,Dominican Rep.,201410,USA,560041,2014-10-01
110,Honduras,201410,USA,19536,2014-10-01
111,Mexico,201410,USA,33684360,2014-10-01
112,Netherlands,201410,USA,40631,2014-10-01
113,Spain,201410,USA,3008653,2014-10-01
120,Canada,201411,USA,6398669,2014-11-01
121,China,201411,USA,4302,2014-11-01
122,Dominican Rep.,201411,USA,620161,2014-11-01
123,Honduras,201411,USA,22462,2014-11-01
124,Mexico,201411,USA,52453155,2014-11-01
125,Netherlands,201411,USA,10797,2014-11-01
126,Spain,201411,USA,565219,2014-11-01
133,Canada,201412,USA,2976425,2014-12-01
134,Dominican Rep.,201412,USA,1006540,2014-12-01
135,Honduras,201412,USA,616075,2014-12-01
136,Mexico,201412,USA,69386482,2014-12-01
137,Spain,201412,USA,806209,2014-12-01
143,Canada,201501,USA,3968940,2015-01-01
144,Dominican Rep.,201501,USA,1484020,2015-01-01
145,Guatemala,201501,USA,9540,2015-01-01
146,Honduras,201501,USA,3342044,2015-01-01
147,Mexico,201501,USA,71026072,2015-01-01
148,Netherlands,201501,USA,58183,2015-01-01
149,Spain,201501,USA,1579109,2015-01-01
155,Canada,201502,USA,5689768,2015-02-01
156,Dominican Rep.,201502,USA,762785,2015-02-01
157,Honduras,201502,USA,2806157,2015-02-01
158,Mexico,201502,USA,65510942,2015-02-01
159,Netherlands,201502,USA,63006,2015-02-01
160,Spain,201502,USA,220128,2015-02-01
166,Bahamas,201503,USA,6350,2015-03-01
167,Canada,201503,USA,14248653,2015-03-01
168,Dominican Rep.,201503,USA,971177,2015-03-01
169,Honduras,201503,USA,1571527,2015-03-01
170,Mexico,201503,USA,44615707,2015-03-01
171,Netherlands,201503,USA,48533,2015-03-01
172,Spain,201503,USA,376771,2015-03-01
178,Bahamas,201504,USA,12400,2015-04-01
179,Canada,201504,USA,16458367,2015-04-01
180,Dominican Rep.,201504,USA,1150270,2015-04-01
181,Honduras,201504,USA,126366,2015-04-01
182,Mexico,201504,USA,41821565,2015-04-01
183,Netherlands,201504,USA,43433,2015-04-01
184,Spain,201504,USA,22767,2015-04-01
190,Canada,201505,USA,17592637,2015-05-01
191,Dominican Rep.,201505,USA,868862,2015-05-01
192,Honduras,201505,USA,7625,2015-05-01
193,Mexico,201505,USA,33258558,2015-05-01
194,Netherlands,201505,USA,97268,2015-05-01
195,Spain,201505,USA,488745,2015-05-01
201,Bahamas,201506,USA,78241,2015-06-01
202,Canada,201506,USA,16077739,2015-06-01
203,Dominican Rep.,201506,USA,801226,2015-06-01
204,Germany,201506,USA,6353,2015-06-01
205,Honduras,201506,USA,15272,2015-06-01
206,Mexico,201506,USA,17222277,2015-06-01
207,Netherlands,201506,USA,21247,2015-06-01
208,Spain,201506,USA,906812,2015-06-01
215,Bahamas,201507,USA,88780,2015-07-01
216,Canada,201507,USA,21292906,2015-07-01
217,Dominican Rep.,201507,USA,1082577,2015-07-01
218,Honduras,201507,USA,36571,2015-07-01
219,Mexico,201507,USA,14802360,2015-07-01
220,Netherlands,201507,USA,6210,2015-07-01
221,Spain,201507,USA,326800,2015-07-01
228,Bahamas,201508,USA,46370,2015-08-01
229,Canada,201508,USA,21616125,2015-08-01
230,Dominican Rep.,201508,USA,612376,2015-08-01
231,Honduras,201508,USA,26419,2015-08-01
232,Mexico,201508,USA,12832239,2015-08-01
233,Netherlands,201508,USA,9813,2015-08-01
234,Spain,201508,USA,388706,2015-08-01
240,Canada,201509,USA,16186469,2015-09-01
241,Dominican Rep.,201509,USA,382365,2015-09-01
242,Guatemala,201509,USA,42894,2015-09-01
243,Honduras,201509,USA,31732,2015-09-01
244,Mexico,201509,USA,13126033,2015-09-01
245,Netherlands,201509,USA,47289,2015-09-01
246,Spain,201509,USA,230220,2015-09-01
252,Bahamas,201510,USA,29508,2015-10-01
253,Canada,201510,USA,14086812,2015-10-01
254,Dominican Rep.,201510,USA,458175,2015-10-01
255,Guatemala,201510,USA,74040,2015-10-01
256,Honduras,201510,USA,25305,2015-10-01
257,Mexico,201510,USA,29755872,2015-10-01
258,Netherlands,201510,USA,147901,2015-10-01
259,Spain,201510,USA,3015420,2015-10-01
265,Bahamas,201511,USA,72879,2015-11-01
266,Canada,201511,USA,8950266,2015-11-01
267,Dominican Rep.,201511,USA,1137542,2015-11-01
268,Guatemala,201511,USA,83442,2015-11-01
269,Honduras,201511,USA,160926,2015-11-01
270,Mexico,201511,USA,53237133,2015-11-01
