"","commoditycode","parent","description"
"12672","85049011","850490","Ferrite cores for transformers and inductors"
"12673","85049018","850490","Parts of transformers and inductors, n.e.s. (excl. electronic assemblies of inductors of a kind used with telecommunication apparatus and for power supplies for automatic data-processing machines and units thereof, and ferrite cores)"
"12674","85049091","850490","Electronic assemblies of static converters of a kind used with telecommunication apparatus, automatic data-processing machines and units thereof, n.e.s."
"12675","85049099","850490","Parts of static converters, n.e.s. (excl. electronic assemblies of a kind used with telecommunication apparatus, automatic data-processing machines and units thereof)"
"12676","8505","85","Electromagnets (excl. magnets for medical use); permanent magnets and articles intended to become permanent magnets after magnetization; electromagnetic or permanent magnet chucks, clamps and similar holding devices; electromagnetic couplings, clutches and brakes; electromagnetic lifting heads; parts thereof"
"12677","85051100","8505","Permanent magnets of metal and articles intended to become permanent magnets after magnetization (excl. chucks, clamps and similar holding devices)"
"12678","850519","8505","Permanent magnets and articles intended to become permanent magnets after magnetization, of materials other than metal"
"12679","85051910","850519","Permanent magnets of agglomerated ferrite"
"12680","85051990","850519","Permanent magnets and articles intended to become permanent magnets after magnetization, of materials other than metal or agglomerated ferrite"
"12681","85052000","8505","Electromagnetic couplings, clutches and brakes"
"12682","850590","8505","Electromagnets and electromagnetic lifting heads, and their parts (excl. magnets for medical use); electromagnetic or permanent magnet chucks, clamps and similar holding devices and their parts, n.e.s."
"12683","85059010","850590","OTHER MAGNETS INCLUDING PARTS - ELECTRO-MAGNETS"
"12684","85059020","850590","Electromagnets; electromagnetic or permanent magnet chucks, clamps and similar holding devices"
"12685","85059021","850590","Electromagnets of a kind used solely or principally for magnetic resonance imaging apparatus other than electromagnets of heading 9018"
"12686","85059029","850590","Electromagnets; electromagnetic or permanent magnet chucks, clamps and similar holding devices (excl. electromagnets used for magnetic resonance imaging apparatus)"
"12687","85059030","850590","ELECTRO-MAGNETIC OR PERMANENT  MAGNET CHUCKS, CLAMPS ANDSIMILAR HOLDING DEVICES"
"12688","85059050","850590","Electromagnetic lifting heads"
"12689","85059090","850590","Parts of permanent magnets, electromagnets, electromagnetic clutches, couplings, brakes and lifting heads, electromagnetic or permanent magnet holding devices, n.e.s."
"12690","8506","85","Primary cells and primary batteries, electrical; parts thereof (excl. spent)"
"12691","850610","8506","Manganese dioxide cells and batteries (excl. spent)"
"12692","85061011","850610","Manganese dioxide cells and batteries, alkaline, in the form of cylindrical cells (excl. spent)"
"12693","85061015","850610","PRIMARY CELLS & BATTERIES MN02,ALKALINE: BUTTON CELLS"
"12694","85061018","850610","Manganese dioxide cells and batteries, alkaline (excl. spent, and cylindrical cells)"
"12695","85061019","850610","PRIMARY CELLS & BATTERIES, MN02, ALKALINE:O/T BUTTON OR CYLINDER CELLS"
"12696","85061091","850610","Manganese dioxide cells and batteries, non-alkaline, in the form of cylindrical cells (excl. spent)"
"12697","85061095","850610","PRIMARY CELLS & BATTERIES MN02 O/T ALKALINE: BUTTON CELLS"
"12698","85061098","850610","Manganese dioxide cells and batteries, non-alkaline (excl. spent, and cylindrical cells)"
"12699","85061099","850610","PRIMARY CELLS & BATTERIES, O/T ALKALINE:O/T BUTTON OR CYLINDRICAL CELLS"
"12700","85063000","8506","Mercuric oxide cells and batteries (excl. spent)"
"12701","85063010","8506","PRIMARY CELLS & BATTERIES,MERCURIC OXIDE:CYLINDRICAL CELLS"
"12702","85063030","8506","PRIMARY CELLS & BATTERIES, MERCURIC OXIDE: BUTTON CELLS"
"12703","85063090","8506","PRIMARY CELLS & BATTERIES MERCURIC OXIDE:O/T CYLINDRICAL OR BUTTON CELLS"
"12704","85064000","8506","Silver oxide cells and batteries (excl. spent)"
"12705","85064010","8506","PRIMARY CELLS & BATTERIES,SILVER OXIDE:CYLINDRICAL CELLS"
"12706","85064030","8506","PRIMARY CELLS & BATTERIES, SILVER OXIDE: BUTTON CELLS"
"12707","85064090","8506","PRIMARY CELLS & BATTERIES, SILVER OXIDE:O/T CYLINDRICAL OR BUTTON CELLS"
"12708","850650","8506","Lithium cells and batteries (excl. spent)"
"12709","85065010","850650","Lithium cells and batteries, in the form of cylindrical cells (excl. spent)"
"12710","85065030","850650","Lithium cells and batteries, in the form of button cells (excl. spent)"
"12711","85065090","850650","Lithium cells and batteries (excl. spent, and in the form of cylindrical or button cells)"
"12712","85066000","8506","Air-zinc cells and batteries (excl. spent)"
"12713","85066010","8506","PRIMARY CELLS & BATTERIES, AIR-ZINC:CLYNDRICAL CELLS"
"12714","85066030","8506","PRIMARY CELLS & BATTERIES, AIR-ZINC: BUTTON CELLS"
"12715","85066090","8506","PRIMARY CELLS & BATTERIES, AIR-ZINCO/T CYLINDRICAL OR BUTTON CELLS"
"12716","850680","8506","Primary cells and primary batteries, electric (excl. spent, and those of silver oxide, mercuric oxide, manganese dioxide, lithium and air-zinc)"
"12717","85068005","850680","Dry zinc-carbon batteries of a voltage of >= 5,5 V but <= 6,5 V (excl. spent)"
"12718","85068011","850680","PRIMARY CELLS & BATTERIES O/T MN02, HGO, AGO, LI & AIR-ZINCCYLINDRICAL CELLS"
"12719","85068015","850680","PRIMARY CELLS & BATTERIES, O/T MN02,HGO,AGO,LI & AIR-ZINCBUTTON CELLS"
"12720","85068080","850680","Primary cells and primary batteries, electric (excl. spent, dry zinc-carbon batteries of a voltage of >= 5,5 V but <= 6,5 V, and those of manganese dioxide, mercuric oxide, silver oxide, lithium and air-zinc)"
"12721","85068090","850680","PRIMARY CELLS & BATTERIES,O/T MN02,HGO,AGO,LI & AIR-ZINCO/T CYLINDRICAL OR BUTTON CELLS"
"12722","85069000","8506","Parts of primary cells and primary batteries, n.e.s."
"12723","8507","85","Electric accumulators, incl. separators therefor, whether or not square or rectangular; parts thereof (excl. spent and those of unhardened rubber or textiles)"
"12724","850710","8507","Lead-acid accumulators of a kind used for starting piston engine ""starter batteries"" (excl. spent)"
"12725","85071020","850710","Lead-acid accumulators of a kind used for starting piston engines (starter batteries), working with liquid electrolyte (excl. spent)"
"12726","85071041","850710","ELE ACCUMULATORS: LEAD-ACID USED FOR STARTING PISTON ENG OF AWGT NOT EXD 5KG WORKING WITH LIQUID ELECTROLYTE"
"12727","85071049","850710","ELECTRIC ACCUMULATORS: LEAD-ACID, USED FOR STARTING PISIONENGINES: OF A WEIGHT NOT EXCEEDING 5KG: OTHER."
"12728","85071080","850710","Lead-acid accumulators of a kind used for starting piston engines (starter batteries), working with non-liquid electrolyte (excl. spent)"
"12729","85071092","850710","ELE ACCUMULATORS: LEAD-ACID USED FOR STARTING PISTON ENG OF AWGT EXD 5KG: WORKING WITH LIQUID ELECTROLYTE."
"12730","85071098","850710","ELECTRIC ACCUMULATORS: LEAD-ACID USED FOR STARTING PISTONENGINES WITH WGT EXCEEDING 5KG: OTHER."
"12731","850720","8507","Lead acid accumulators (excl. spent and starter batteries)"
"12732","85072020","850720","Lead-acid accumulators, working with liquid electrolyte (excl. spent and starter batteries)"
"12733","85072041","850720","OTHER LEAD-ACID ACCUMULATORS: TRACTION ACCUMULATORS - WORKINGWITH LIQUID ELECTROLYTE."
"12734","85072049","850720","OTHER LEAD-ACID ACCUMULATORS: TRACTION ACCUMULATORS O/TWORKING WITH LIQUID ELECTROLYTE."
"12735","85072080","850720","Lead-acid accumulators, working with non-liquid electrolyte (excl. spent and starter batteries)"
"12736","85072092","850720","OTHER LEAD-ACID ACCUMULATORS: O/T TRACTION ACCUMULATORS,WORKING WITH LIQUID ELECTROLYTE."
"12737","85072098","850720","OTHER LEAD-ACID ACCUMULATORS: O/T TRACTION ACCUMULATORS,O/T WORKING WITH LIQUID ELECTROLYTE."
"12738","850730","8507","Nickel-cadmium accumulators (excl. spent)"
"12739","85073020","850730","Hermetically sealed nickel-cadmium accumulators (excl. spent)"
"12740","85073080","850730","Nickel-cadmium accumulators, not hermetically sealed (excl. spent)"
"12741","85073081","850730","ELECTRIC ACCUMULATORS: NICKEL-CADMIUM O/T HERMETICALLY SEALED- TRACTION ACCUMULATORS."
"12742","85073089","850730","ELECTRIC ACCUMULATORS: NICKEL-CADMIUM O/T HERMETICALLYSEALED AND O/T TRACTION ACCUMULATORS."
"12743","85074000","8507","Nickel-iron accumulators (excl. spent)"
"12744","85075000","8507","Nickel-metal hydride accumulators (excl. spent)"
"12745","85076000","8507","Lithium-ion accumulators (excl. spent)"
"12746","85078000","8507","Electric accumulators (excl. spent and lead-acid, nickel-cadmium, nickel-iron, nickel-metal hydride and lithium-ion accumulators)"
